CASEID,agearr10,agecxryg,agefhsdg,agegr10,agehsdyg,aprgrdif,ageprg10,sex,marstat,sexpr,prtypec,chh0014c,chinhsdc,cxr0014c,cxrflag,cxrtime6,parnum,livarr08,livarr11,fhsd,mhsd,agemhsdg,grfhsd,grmhsd,sonhsd,dauhsd,solhsdc,grsohsdc,grchhsdc,grdahsdc,brhsdc,brohsdc,sihsdc,ilhsdc,orelhsdc,unrlhsdc,hsdsizec,hsdeligc,multigen,luc_rst,prv,ehg3_01,ttlincg2,famincg2
  144, 3,96,96,2, 3,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,35, 6,2,2
  145,96,96,96,5, 7,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,13, 1,1,1
  146,96,96,96,5, 7,14, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,24, 7,4,6
  147,96, 1,96,3, 1,10, 3,1,1,2,1,3,3,3,1,5,0,5, 3,2,2,96,2,2,2,1,0,0,0,0,0,0,0,0,0,0,5,2,2,1,48, 6,6,6
  148,96, 6,96,6, 8,14, 7,2,1,1,1,0,1,0,1,1,0,5, 4,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2,1,46, 1,1,3
  149,96,96,96,3, 4,96,96,2,1,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,35, 4,3,3
  150,96,96,96,5, 6, 9, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,59, 2,2,4
  151,96,96,96,2, 3, 7, 2,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,35, 4,3,5
  152,96, 3,96,3, 2, 9, 3,2,1,1,1,2,2,2,1,6,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2,2,35, 2,3,6
  153,96,96,96,3, 5,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,59, 6,1,1
  154,96,96,96,6, 7, 4, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,13, 3,1,3
  155,96, 2,96,3, 1,12, 3,2,1,1,1,1,1,1,1,3,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2,1,35, 6,2,3
  156,96,96,96,6, 7,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,59, 5,1,1
  157,96,96,96,5, 6, 7, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,12, 2,3,3
  158, 1,96,96,4, 6,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,12, 4,3,3
  159,98, 6,96,4, 3,14, 5,2,1,1,1,0,2,0,1,1,0,5, 4,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,4,2,1,35, 5,2,6
  160,96,96,96,6, 7,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,11, 4,2,2
  161,96, 2,96,2, 1,14, 3,2,1,1,1,2,2,2,1,3,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,13, 7,1,3
  162, 1,96,96,3, 4, 7, 3,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,35, 6,6,6
  163,96,96, 3,1, 3,96,96,1,6,6,0,0,0,0,2,1,2,2, 8,1,1, 2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,46, 6,1,6
  164,96,96,96,2, 4, 6, 2,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,35, 2,2,3
  165,96,96, 4,1, 3,96,96,2,6,6,0,0,0,0,2,1,2,2, 8,1,1, 2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,4,4,2,1,47, 6,1,6
  166,96,96,96,4, 6,13, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,10, 4,1,4
  167,96,96,96,3, 5,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,46, 6,4,4
  168,96,96,96,7, 8, 2, 6,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,24, 1,1,3
  169,96,96,96,5, 6,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,13, 2,2,2
  170, 3,96,96,7, 8,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,48, 2,2,2
  171,96, 4,96,3, 2, 6, 3,2,1,1,1,0,2,0,1,4,0,5, 3,2,2,96,2,2,0,2,0,0,0,0,0,0,0,0,0,0,4,4,2,2,46, 6,4,6
  172, 1,96,96,7, 9,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,12, 1,2,2
  173, 2, 5,96,5, 3,96,96,1,1,6,0,0,2,0,1,1,0,5, 6,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,1,4,4,2,1,35, 4,1,3
  174, 2, 4,96,4, 2,96,96,2,5,6,0,0,1,0,1,4,0,5, 6,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,1,3,3,2,1,59, 6,1,1
  175,96, 2,96,3, 1, 6, 3,1,1,2,1,2,2,2,1,3,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2,1,59, 6,2,3
  176,96, 5,96,4, 3, 6, 4,2,1,1,1,0,1,0,1,1,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,24, 2,1,2
  177,96,96,96,7, 9,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,13, 1,1,1
  178,96,96,96,2, 1,96,96,2,6,6,0,1,0,0,2,1,0,5,11,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,35, 4,2,2
  179,96, 6,96,7, 4,96,96,1,3,6,0,0,1,0,1,1,0,5, 7,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,12, 1,1,1
  180,96,96,96,6, 7, 6, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,13, 6,3,5
  181,96, 5,96,4, 3,96,96,2,5,6,0,0,1,0,1,1,0,5, 6,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,35,99,3,3
  182, 1,96,96,5, 7,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,10, 6,3,3
  183, 2,96,96,7, 8,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,35, 6,4,4
  184,96,96,96,4, 6,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,59, 2,3,3
  185,96,96,96,6, 7,10, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,24, 2,1,2
  186,96,96,96,6, 8,14, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,35, 1,1,3
  187, 3,96,96,6, 7,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,59, 6,4,4
  188,96,96,96,5, 6, 9, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,13, 2,2,2
  189,96,96,96,5, 7,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,35, 7,6,6
  190,96,96,96,5, 6,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,24, 6,2,2
  191,96,96,96,6, 8,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,47, 2,3,3
  192, 3,96,96,5, 6,96,96,2,6,6,0,0,0,0,2,1,1,7, 9,2,1, 6,2,2,0,0,0,0,0,0,0,0,1,0,0,0,3,3,2,1,35, 6,2,2
  193,96, 6,96,7, 6, 6, 7,2,1,1,1,0,1,0,1,1,0,5, 4,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,13, 1,1,3
  194,96,96,96,6, 8,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,59, 2,2,2
  195, 2,96, 1,1, 2,96,96,1,6,6,0,1,0,0,2,1,2,2, 8,1,1, 1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,4,3,2,1,35, 1,1,4
  196,96,96,96,3, 4,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,35, 7,3,3
  197,96,96,96,2, 3,14, 3,2,2,1,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,48, 4,3,5
  198, 5, 6,96,6, 3,96,96,2,5,6,0,0,1,0,1,1,0,5, 7,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,59, 2,1,1
  199,96,96, 2,1, 2,96,96,2,6,6,0,1,0,0,2,1,2,2, 8,1,1, 2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,4,3,2,2,48, 1,1,1
  200,96, 1,96,3, 1, 6, 2,1,1,2,1,2,2,2,1,2,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,59, 6,4,6
  201, 1, 6,96,5, 3,10, 5,2,1,1,1,0,2,0,1,1,0,5, 4,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,4,2,1,24, 7,2,6
  202,96,96,96,7, 8,96,96,1,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,24, 2,3,3
  203,96,96,96,3, 4,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,46, 2,2,2
  204,96,96,96,5, 7, 8, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,24, 6,6,6
  205,96,96,96,5, 7,13, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,47, 4,3,4
  206, 3,96,96,3, 4,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,59, 5,2,2
  207,96, 3,96,4, 2,12, 4,2,1,1,1,2,2,2,1,6,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2,1,35, 2,1,6
  208,96,96,96,6, 7,14, 6,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,46, 4,4,5
  209,96,96,96,2, 3,96,96,2,6,6,0,0,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,1,12, 4,2,6
  210,96,96,96,6, 6, 1, 5,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,13, 1,1,2
  211,96, 1,96,3, 1, 9, 3,1,2,2,2,2,2,2,1,5,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,24, 7,3,4
  212,96,96,96,6, 7,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,47, 1,2,2
  213,96,96,96,6, 8,96,96,1,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,35, 7,5,5
  214,96,96,96,5, 6,96,96,1,6,6,0,0,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,1,35, 6,5,5
  215,96, 1,96,2, 1,10, 3,2,2,1,2,1,1,1,1,2,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,24, 6,2,5
  216,96,96,96,5, 7,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,24, 2,3,3
  217, 1, 6,96,6, 3,11, 6,2,1,1,1,0,1,0,1,1,0,5,10,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,1,0,4,4,2,1,35, 6,3,4
  218, 1,96, 4,2, 4,96,96,2,6,6,0,0,0,0,2,1,2,6, 8,1,1, 4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,59, 6,1,2
  219, 2,96,96,5, 7,12, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,35, 6,5,6
  220,96,96,96,6, 7, 4, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,59, 3,3,4
  221,96,96,96,6, 8, 9, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,10, 2,1,6
  222, 2,96, 1,1, 1,96,96,1,6,6,0,1,0,0,2,1,2,2, 8,1,1, 1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,4,3,2,1,47, 1,1,6
  223, 4, 5,96,5, 3, 8, 5,1,1,2,1,0,1,0,1,1,0,5,10,2,2,96,2,2,1,0,1,0,0,0,0,0,1,0,0,0,4,4,2,1,35, 2,2,6
  224,96,96,96,4, 4,96,96,1,4,6,0,0,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,13, 2,3,3
  225,96,96,96,4, 5,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,35, 2,1,1
  226,96,96,96,7, 9,13, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,35, 7,2,5
  227,96,96,96,6, 7, 5, 6,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,13, 3,2,4
  228,96,96,96,6, 8, 7, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,35, 2,1,3
  229,96,96,96,3, 5,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,13, 6,2,2
  230,96, 2,96,3, 1, 8, 3,2,1,1,1,2,2,2,1,3,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2,1,59, 7,4,6
  231,96, 4,96,5, 2, 7, 5,2,1,1,1,0,1,0,1,4,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2,1,35, 6,3,5
  232,96, 6,96,6, 4, 8, 6,2,1,1,1,0,2,0,1,1,0,5, 4,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,4,2,1,10, 2,2,5
  233,96,96,96,6, 7,11, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,13, 6,2,6
  234,96,96,96,7, 8,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,13, 4,1,1
  235,96, 3,96,3, 2, 3, 3,1,1,2,1,2,2,2,1,3,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,24, 3,2,3
  236,96,96,96,4, 6, 8, 4,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,24, 5,3,4
  237,96,96,96,5, 6,13, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,12, 5,3,6
  238,96,96,96,5, 6,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,59, 6,1,1
  239,96,96,96,2, 4,11, 3,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,10, 3,3,6
  240, 1,96,96,3, 4, 7, 2,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,59, 6,2,2
  241,96,96,96,3, 5,14, 4,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,24, 6,4,5
  242,96,96,96,7, 8,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,24, 2,1,1
  243,96,96,96,2, 4,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,24, 3,2,2
  244,96,96, 6,5, 6,96,96,2,6,6,0,0,0,0,2,1,1,8, 9,1,2,96,2,2,0,0,0,0,0,0,0,0,1,0,0,0,3,3,2,1,13, 1,1,2
  245,96,96,96,6, 8,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,12, 1,1,1
  246, 1, 1,96,2, 1,12, 2,2,1,1,1,2,2,2,1,2,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,48, 1,1,3
  247, 1,96,96,6, 7,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,59, 5,1,1
  248, 4, 1,96,4, 1, 2, 3,1,1,2,1,2,2,2,1,2,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2,1,35, 6,3,5
  249,96,96,96,4, 5,11, 4,2,2,1,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,35, 5,2,5
  250,96,96, 4,2, 3,96,96,1,6,6,0,0,0,0,2,1,2,6, 8,1,1, 4,2,2,0,0,1,0,0,0,0,0,1,0,0,0,4,4,2,1,12, 5,1,6
  251,96,96,96,6, 8,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,24, 2,2,2
  252,96, 6,96,6, 4, 5, 6,1,1,2,1,0,1,0,1,1,0,5, 4,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,24, 4,2,5
  253,96,96,96,7, 8, 5, 7,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,48, 1,2,4
  254,96,96,96,6, 8,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,35, 7,6,6
  255,96, 3,96,4, 2,96,96,1,5,6,0,2,2,2,1,6,0,5, 6,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,3,1,2,1,35, 4,5,5
  256, 1, 2,96,2, 1, 6, 2,2,1,1,1,2,2,2,1,3,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2,1,24, 5,2,4
  257,96, 2,96,4, 1,13, 4,2,1,1,1,3,3,3,1,6,0,5, 3,2,2,96,2,2,0,3,0,0,0,0,0,0,0,0,0,0,5,2,2,1,12, 6,2,6
  258, 3,96,96,6, 7,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,46, 2,2,2
  259,96, 3,96,3, 2, 7, 3,1,1,2,1,1,1,1,1,4,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2,2,35, 6,4,5
  260,96,96,96,7, 8,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,24, 1,1,1
  261, 1,96,96,1, 1,96,96,2,6,6,0,1,0,0,2,1,1,3, 9,2,1, 1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,5,4,2,1,46, 1,1,3
  262,96,96,96,5, 7, 8, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,11, 2,2,3
  263, 3, 6,96,5, 3,96,96,2,3,6,0,0,1,0,1,1,0,5, 7,2,2,96,2,2,0,3,0,0,0,0,0,0,0,0,0,0,4,4,2,1,35, 4,4,6
  264,96,96,96,5, 6,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,10, 2,2,2
  265, 3, 4,96,4, 2,10, 4,2,1,1,1,0,1,0,1,4,1,5, 9,2,1, 5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,4,4,1,1,48,99,4,6
  266,96,96, 3,1, 6,96,96,2,6,6,0,0,0,0,2,1,2,2, 8,1,1, 3,2,2,0,0,1,0,0,0,0,0,1,0,0,0,4,3,2,1,35, 2,1,6
  267,96,96,96,2, 4,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,46, 6,3,3
  268,96,96,96,5, 6, 8, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,35, 3,1,5
  269,96,96,96,6, 7,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,24, 5,5,5
  270,96,96,96,4, 6,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,24, 1,2,2
  271,96, 4,96,3, 2,96,96,2,5,6,0,0,2,0,1,4,0,5, 6,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,3,3,2,1,59, 4,6,6
  272, 3, 1,96,3, 1, 2, 2,1,1,1,3,1,1,1,1,2,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,35, 5,4,6
  273,96, 2,96,4, 1, 4, 3,1,2,2,2,1,2,1,1,6,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,3,2,1,24, 4,2,6
  274,96,96,96,6, 6, 1, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,59, 2,3,6
  275, 1, 1,96,1, 1, 9, 1,1,1,2,1,1,1,1,1,2,0,1, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,46, 1,2,2
  276,96,96,96,7, 8, 5, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,12, 7,2,5
  277,96, 2,96,4, 1,96,96,2,5,6,0,1,1,1,1,3,0,5, 6,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,35, 2,1,1
  278,96,96,96,7,10,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,12, 2,1,1
  279,96,96,96,6, 7, 4, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,13, 2,6,6
  280,96,96,96,4, 6,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,35, 2,2,2
  281, 3,96,96,6, 8,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,35, 6,3,3
  282,96,96,96,6, 7, 5, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,48, 3,3,3
  283,96, 3,96,3, 2, 8, 3,2,1,1,1,2,2,2,1,6,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2,1,59, 2,2,6
  284,96,96,96,5, 6, 2, 4,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,35, 3,3,5
  285,96,96,96,6, 7,11, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,10, 3,2,5
  286,96, 3,96,4, 2, 8, 4,2,2,1,2,1,1,1,1,4,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,48, 2,2,2
